file,answer
spike0080-angry.wav,Angry
spike0088-angry.wav,Angry
spike0037-angry.wav,Angry
spike0102-angry.wav,Angry
spike0033-angry.wav,Angry
spike0145-angry.wav,Angry
spike0068-angry.wav,Angry
spike0041-angry.wav,Angry
spike0105-angry.wav,Angry
spike0059-angry.wav,Angry
spike0112-angry.wav,Angry
spike0084-angry.wav,Angry
spike0074-angry.wav,Angry
spike0055-angry.wav,Angry
spike0128-angry.wav,Angry
spike0123-angry.wav,Angry
spike0120-angry.wav,Angry
spike0035-angry.wav,Angry
spike0137-angry.wav,Angry
spike0065-angry.wav,Angry
spike0039-angry.wav,Angry
spike0078-angry.wav,Angry
spike0007-angry.wav,Angry
spike0022-angry.wav,Angry
spike0001-angry.wav,Angry
spike0090-angry.wav,Angry
spike0138-angry.wav,Angry
spike0115-angry.wav,Angry
spike0126-angry.wav,Angry
spike0069-angry.wav,Angry
spike0027-angry.wav,Angry
spike0135-angry.wav,Angry
spike0036-angry.wav,Angry
spike0061-angry.wav,Angry
spike0049-angry.wav,Angry
spike0023-angry.wav,Angry
spike0129-angry.wav,Angry
spike0092-angry.wav,Angry
spike0050-angry.wav,Angry
spike0143-angry.wav,Angry
spike0034-angry.wav,Angry
spike0056-angry.wav,Angry
spike0008-angry.wav,Angry
spike0024-angry.wav,Angry
spike0029-angry.wav,Angry
spike0125-angry.wav,Angry
spike0066-angry.wav,Angry
spike0045-angry.wav,Angry
spike0116-angry.wav,Angry
spike0070-angry.wav,Angry
spike0021-angry.wav,Angry
spike0054-angry.wav,Angry
spike0111-angry.wav,Angry
spike0151-angry.wav,Angry
spike0011-angry.wav,Angry
spike0130-angry.wav,Angry
spike0119-angry.wav,Angry
spike0146-angry.wav,Angry
spike0032-angry.wav,Angry
spike0017-angry.wav,Angry
spike0141-angry.wav,Angry
spike0122-angry.wav,Angry
spike0142-angry.wav,Angry
spike0089-angry.wav,Angry
spike0002-angry.wav,Angry
spike0114-angry.wav,Angry
spike0096-angry.wav,Angry
spike0113-angry.wav,Angry
spike0148-angry.wav,Angry
spike0117-angry.wav,Angry
spike0124-angry.wav,Angry
spike0018-angry.wav,Angry
spike0107-angry.wav,Angry
spike0149-angry.wav,Angry
spike0091-angry.wav,Angry
spike0136-angry.wav,Angry
spike0038-angry.wav,Angry
spike0051-angry.wav,Angry
spike0015-angry.wav,Angry
spike0095-angry.wav,Angry
m0070-angry.wav,Angry
m0126-angry.wav,Angry
m0359-angry.wav,Angry
m0278-angry.wav,Angry
m0327-angry.wav,Angry
m0320-angry.wav,Angry
m0264-angry.wav,Angry
m0323-angry.wav,Angry
m0148-angry.wav,Angry
m0381-angry.wav,Angry
m0054-angry.wav,Angry
m0019-angry.wav,Angry
m0084-angry.wav,Angry
m0135-angry.wav,Angry
m0386-angry.wav,Angry
m0076-angry.wav,Angry
m0131-angry.wav,Angry
m0108-angry.wav,Angry
m0266-angry.wav,Angry
m0331-angry.wav,Angry
m0050-angry.wav,Angry
m0369-angry.wav,Angry
m0252-angry.wav,Angry
m0207-angry.wav,Angry
m0192-angry.wav,Angry
m0146-angry.wav,Angry
m0231-angry.wav,Angry
m0255-angry.wav,Angry
m0040-angry.wav,Angry
m0072-angry.wav,Angry
m0152-angry.wav,Angry
m0214-angry.wav,Angry
m0091-angry.wav,Angry
m0069-angry.wav,Angry
m0342-angry.wav,Angry
m0400-angry.wav,Angry
m0254-angry.wav,Angry
m0319-angry.wav,Angry
m0272-angry.wav,Angry
m0283-angry.wav,Angry
m0247-angry.wav,Angry
m0022-angry.wav,Angry
m0336-angry.wav,Angry
