file,answer
spike0039-angry.wav,Angry
spike0137-angry.wav,Angry
spike0135-angry.wav,Angry
spike0015-angry.wav,Angry
spike0021-angry.wav,Angry
spike0106-angry.wav,Angry
spike0050-angry.wav,Angry
spike0104-angry.wav,Angry
spike0071-angry.wav,Angry
spike0036-angry.wav,Angry
spike0072-angry.wav,Angry
spike0116-angry.wav,Angry
spike0093-angry.wav,Angry
spike0128-angry.wav,Angry
spike0009-angry.wav,Angry
spike0139-angry.wav,Angry
spike0087-angry.wav,Angry
spike0121-angry.wav,Angry
spike0014-angry.wav,Angry
spike0133-angry.wav,Angry
spike0019-angry.wav,Angry
spike0003-angry.wav,Angry
spike0134-angry.wav,Angry
spike0065-angry.wav,Angry
spike0024-angry.wav,Angry
spike0113-angry.wav,Angry
spike0149-angry.wav,Angry
spike0007-angry.wav,Angry
spike0141-angry.wav,Angry
spike0063-angry.wav,Angry
spike0027-angry.wav,Angry
spike0131-angry.wav,Angry
spike0115-angry.wav,Angry
spike0005-angry.wav,Angry
spike0067-angry.wav,Angry
spike0026-angry.wav,Angry
spike0069-angry.wav,Angry
spike0046-angry.wav,Angry
spike0006-angry.wav,Angry
spike0013-angry.wav,Angry
spike0098-angry.wav,Angry
spike0058-angry.wav,Angry
spike0054-angry.wav,Angry
spike0120-angry.wav,Angry
spike0017-angry.wav,Angry
spike0047-angry.wav,Angry
spike0147-angry.wav,Angry
spike0002-angry.wav,Angry
spike0061-angry.wav,Angry
spike0102-angry.wav,Angry
spike0117-angry.wav,Angry
spike0051-angry.wav,Angry
spike0044-angry.wav,Angry
spike0011-angry.wav,Angry
spike0076-angry.wav,Angry
spike0056-angry.wav,Angry
spike0073-angry.wav,Angry
spike0081-angry.wav,Angry
spike0100-angry.wav,Angry
spike0060-angry.wav,Angry
spike0062-angry.wav,Angry
spike0129-angry.wav,Angry
spike0053-angry.wav,Angry
spike0041-angry.wav,Angry
spike0089-angry.wav,Angry
spike0075-angry.wav,Angry
spike0030-angry.wav,Angry
spike0130-angry.wav,Angry
spike0090-angry.wav,Angry
spike0107-angry.wav,Angry
spike0018-angry.wav,Angry
spike0074-angry.wav,Angry
spike0052-angry.wav,Angry
spike0028-angry.wav,Angry
spike0114-angry.wav,Angry
spike0091-angry.wav,Angry
spike0043-angry.wav,Angry
spike0118-angry.wav,Angry
spike0088-angry.wav,Angry
spike0096-angry.wav,Angry
m0212-angry.wav,Angry
m0289-angry.wav,Angry
m0240-angry.wav,Angry
m0118-angry.wav,Angry
m0303-angry.wav,Angry
m0181-angry.wav,Angry
m0137-angry.wav,Angry
m0040-angry.wav,Angry
m0198-angry.wav,Angry
m0223-angry.wav,Angry
m0244-angry.wav,Angry
m0070-angry.wav,Angry
m0098-angry.wav,Angry
m0152-angry.wav,Angry
m0197-angry.wav,Angry
m0215-angry.wav,Angry
m0281-angry.wav,Angry
m0226-angry.wav,Angry
m0279-angry.wav,Angry
