file,answer
spike0084-angry.wav,Angry
spike0055-angry.wav,Angry
spike0032-angry.wav,Angry
spike0068-angry.wav,Angry
spike0044-angry.wav,Angry
spike0080-angry.wav,Angry
spike0114-angry.wav,Angry
spike0078-angry.wav,Angry
spike0004-angry.wav,Angry
spike0015-angry.wav,Angry
spike0042-angry.wav,Angry
spike0149-angry.wav,Angry
spike0104-angry.wav,Angry
spike0143-angry.wav,Angry
spike0009-angry.wav,Angry
spike0019-angry.wav,Angry
spike0040-angry.wav,Angry
spike0109-angry.wav,Angry
spike0081-angry.wav,Angry
spike0061-angry.wav,Angry
spike0099-angry.wav,Angry
spike0116-angry.wav,Angry
spike0076-angry.wav,Angry
spike0026-angry.wav,Angry
spike0075-angry.wav,Angry
spike0151-angry.wav,Angry
spike0024-angry.wav,Angry
spike0094-angry.wav,Angry
spike0131-angry.wav,Angry
spike0045-angry.wav,Angry
spike0001-angry.wav,Angry
spike0110-angry.wav,Angry
spike0036-angry.wav,Angry
spike0038-angry.wav,Angry
spike0053-angry.wav,Angry
spike0134-angry.wav,Angry
spike0034-angry.wav,Angry
spike0144-angry.wav,Angry
spike0101-angry.wav,Angry
spike0064-angry.wav,Angry
spike0089-angry.wav,Angry
spike0147-angry.wav,Angry
spike0022-angry.wav,Angry
spike0127-angry.wav,Angry
spike0025-angry.wav,Angry
spike0142-angry.wav,Angry
spike0117-angry.wav,Angry
spike0007-angry.wav,Angry
spike0046-angry.wav,Angry
spike0041-angry.wav,Angry
spike0033-angry.wav,Angry
spike0126-angry.wav,Angry
spike0098-angry.wav,Angry
spike0106-angry.wav,Angry
spike0031-angry.wav,Angry
spike0087-angry.wav,Angry
spike0124-angry.wav,Angry
spike0100-angry.wav,Angry
spike0130-angry.wav,Angry
spike0088-angry.wav,Angry
spike0103-angry.wav,Angry
spike0111-angry.wav,Angry
spike0105-angry.wav,Angry
spike0063-angry.wav,Angry
spike0079-angry.wav,Angry
spike0141-angry.wav,Angry
spike0070-angry.wav,Angry
spike0051-angry.wav,Angry
spike0121-angry.wav,Angry
spike0138-angry.wav,Angry
spike0097-angry.wav,Angry
spike0020-angry.wav,Angry
spike0060-angry.wav,Angry
spike0086-angry.wav,Angry
spike0065-angry.wav,Angry
spike0049-angry.wav,Angry
spike0012-angry.wav,Angry
spike0118-angry.wav,Angry
spike0035-angry.wav,Angry
spike0010-angry.wav,Angry
m0202-angry.wav,Angry
m0138-angry.wav,Angry
m0230-angry.wav,Angry
m0022-angry.wav,Angry
m0046-angry.wav,Angry
m0175-angry.wav,Angry
m0168-angry.wav,Angry
m0395-angry.wav,Angry
m0125-angry.wav,Angry
m0036-angry.wav,Angry
m0028-angry.wav,Angry
m0392-angry.wav,Angry
m0311-angry.wav,Angry
m0370-angry.wav,Angry
m0250-angry.wav,Angry
m0137-angry.wav,Angry
m0049-angry.wav,Angry
m0276-angry.wav,Angry
m0296-angry.wav,Angry
m0261-angry.wav,Angry
m0388-angry.wav,Angry
m0323-angry.wav,Angry
m0193-angry.wav,Angry
m0289-angry.wav,Angry
m0352-angry.wav,Angry
m0227-angry.wav,Angry
m0176-angry.wav,Angry
m0264-angry.wav,Angry
m0223-angry.wav,Angry
m0224-angry.wav,Angry
m0399-angry.wav,Angry
m0357-angry.wav,Angry
m0218-angry.wav,Angry
m0255-angry.wav,Angry
m0396-angry.wav,Angry
m0030-angry.wav,Angry
m0345-angry.wav,Angry
m0165-angry.wav,Angry
m0019-angry.wav,Angry
m0117-angry.wav,Angry
m0188-angry.wav,Angry
m0204-angry.wav,Angry
m0184-angry.wav,Angry
m0080-angry.wav,Angry
m0315-angry.wav,Angry
m0150-angry.wav,Angry
m0152-angry.wav,Angry
m0199-angry.wav,Angry
m0217-angry.wav,Angry
m0377-angry.wav,Angry
m0126-angry.wav,Angry
m0286-angry.wav,Angry
m0300-angry.wav,Angry
m0213-angry.wav,Angry
m0316-angry.wav,Angry
m0045-angry.wav,Angry
m0309-angry.wav,Angry
m0155-angry.wav,Angry
m0108-angry.wav,Angry
m0270-angry.wav,Angry
m0253-angry.wav,Angry
m0247-angry.wav,Angry
m0124-angry.wav,Angry
m0101-angry.wav,Angry
m0312-angry.wav,Angry
m0222-angry.wav,Angry
m0109-angry.wav,Angry
m0135-angry.wav,Angry
m0214-angry.wav,Angry
m0057-angry.wav,Angry
m0182-angry.wav,Angry
m0319-angry.wav,Angry
m0258-angry.wav,Angry
m0071-angry.wav,Angry
m0329-angry.wav,Angry
m0269-angry.wav,Angry
m0116-angry.wav,Angry
m0178-angry.wav,Angry
m0242-angry.wav,Angry
m0360-angry.wav,Angry
m0393-angry.wav,Angry
m0110-angry.wav,Angry
m0134-angry.wav,Angry
m0238-angry.wav,Angry
m0111-angry.wav,Angry
m0056-angry.wav,Angry
m0154-angry.wav,Angry
m0284-angry.wav,Angry
m0012-angry.wav,Angry
m0097-angry.wav,Angry
m0062-angry.wav,Angry
m0380-angry.wav,Angry
m0372-angry.wav,Angry
m0220-angry.wav,Angry
m0208-angry.wav,Angry
m0283-angry.wav,Angry
m0179-angry.wav,Angry
m0098-angry.wav,Angry
m0201-angry.wav,Angry
m0353-angry.wav,Angry
m0346-angry.wav,Angry
m0164-angry.wav,Angry
m0290-angry.wav,Angry
m0027-angry.wav,Angry
m0355-angry.wav,Angry
m0143-angry.wav,Angry
m0304-angry.wav,Angry
m0211-angry.wav,Angry
m0219-angry.wav,Angry
m0356-angry.wav,Angry
m0029-angry.wav,Angry
m0191-angry.wav,Angry
m0035-angry.wav,Angry
m0337-angry.wav,Angry
m0215-angry.wav,Angry
m0047-angry.wav,Angry
m0322-angry.wav,Angry
m0366-angry.wav,Angry
m0386-angry.wav,Angry
m0245-angry.wav,Angry
m0344-angry.wav,Angry
m0195-angry.wav,Angry
m0052-angry.wav,Angry
m0234-angry.wav,Angry
m0359-angry.wav,Angry
m0136-angry.wav,Angry
m0076-angry.wav,Angry
m0139-angry.wav,Angry
m0075-angry.wav,Angry
m0094-angry.wav,Angry
m0130-angry.wav,Angry
m0093-angry.wav,Angry
m0113-angry.wav,Angry
m0256-angry.wav,Angry
m0249-angry.wav,Angry
m0066-angry.wav,Angry
m0378-angry.wav,Angry
m0239-angry.wav,Angry
m0081-angry.wav,Angry
m0131-angry.wav,Angry
m0092-angry.wav,Angry
m0051-angry.wav,Angry
m0368-angry.wav,Angry
m0018-angry.wav,Angry
m0384-angry.wav,Angry
m0274-angry.wav,Angry
m0026-angry.wav,Angry
m0174-angry.wav,Angry
m0365-angry.wav,Angry
m0183-angry.wav,Angry
m0002-angry.wav,Angry
m0079-angry.wav,Angry
m0362-angry.wav,Angry
m0259-angry.wav,Angry
m0385-angry.wav,Angry
m0332-angry.wav,Angry
m0017-angry.wav,Angry
m0207-angry.wav,Angry
m0279-angry.wav,Angry
m0271-angry.wav,Angry
m0121-angry.wav,Angry
m0240-angry.wav,Angry
m0149-angry.wav,Angry
m0192-angry.wav,Angry
m0387-angry.wav,Angry
m0054-angry.wav,Angry
m0354-angry.wav,Angry
m0278-angry.wav,Angry
m0142-angry.wav,Angry
m0303-angry.wav,Angry
m0225-angry.wav,Angry
m0302-angry.wav,Angry
m0299-angry.wav,Angry
m0103-angry.wav,Angry
m0382-angry.wav,Angry
m0090-angry.wav,Angry
m0298-angry.wav,Angry
m0181-angry.wav,Angry
m0369-angry.wav,Angry
m0336-angry.wav,Angry
m0020-angry.wav,Angry
m0034-angry.wav,Angry
m0397-angry.wav,Angry
m0243-angry.wav,Angry
m0087-angry.wav,Angry
m0169-angry.wav,Angry
m0115-angry.wav,Angry
m0212-angry.wav,Angry
m0053-angry.wav,Angry
m0021-angry.wav,Angry
m0095-angry.wav,Angry
m0122-angry.wav,Angry
m0203-angry.wav,Angry
m0275-angry.wav,Angry
m0251-angry.wav,Angry
m0260-angry.wav,Angry
m0068-angry.wav,Angry
m0221-angry.wav,Angry
m0065-angry.wav,Angry
m0318-angry.wav,Angry
m0106-angry.wav,Angry
m0282-angry.wav,Angry
m0310-angry.wav,Angry
m0294-angry.wav,Angry
m0163-angry.wav,Angry
m0246-angry.wav,Angry
m0039-angry.wav,Angry
m0102-angry.wav,Angry
m0313-angry.wav,Angry
m0371-angry.wav,Angry
m0257-angry.wav,Angry
m0167-angry.wav,Angry
m0343-angry.wav,Angry
m0043-angry.wav,Angry
m0376-angry.wav,Angry
m0074-angry.wav,Angry
m0342-angry.wav,Angry
m0185-angry.wav,Angry
m0328-angry.wav,Angry
m0127-angry.wav,Angry
m0100-angry.wav,Angry
m0333-angry.wav,Angry
